comment,label
mam u r the god of maths for us ur really amazing u deserve heart's,F
thks mam really i understood mam,F
,I
no answer,I
on,I
"big salute you, very good basic explanation for beginners",F
,I
exam date 2 feb 2024maths starting at 22 jan 2024lecture starting at 10:49completed at 11:58,I
mam aap bahut pyaari ho,I
,I
i don't think there is any other channel on youtube which have teachers like this mam this mams level is beyond youtube salute,F
mam is,D
ma'm aap nda ke lia nahi bdhi hai,D
superb mam,F
thank you so much mam,F
best maths teacher i have ever seen ....,F
hai,I
10:50 koii answer btaega kya ?,D
maza aa gaya aaj ke class me,I
first class hi mazedaar raha hai to i hope aage ka class bhi badhiya hi jayega yesa class kahi nahi hai youtube par thank you magnet brain,F
thank u mam for best maths ke liye,F
good,F
good,F
what a energy madam,F
super madam,F
hlo mam,I
mam ab to pura sal ham pardhenge,I
its really helpful mam thankyou so much mam,F
maaam board time ek pyq series lao na,F
thank you very much mam,F
how is 0 multiple of 4 ?,D
best mathematics teacher in the world,F
mja aa gya,I
thnqq so much mam,F
"1:45:49mam the solution for this question can also be like this...........x - y = p (p belongs to z)y - p = x (x belongs to z)x - p = y (y belongs to z){ ( x , y ) , ( y , p ) , ( x , p ) } = r......................................................hence it is transitive.",D
mam,I
nice maam,F
mam math ka live class ka time batiye please,D
jai shree mate shree saraswati mate shree ji ki jai jai ho jai ho jai ho,I
you are the best mam. this chapter was never so easy,F
thank you mam,F
awesome lecture,F
mam muja v paisa chia pdhna k liaa plzzz mri help kro,I
hindi me padhai,F
hindi me padhai,F
koi chemistry ke liye best channel suggest kr do.,D
thanks mam,F
nice video mam,F
thanks mam i understand full concept,F
jai hind mam....bharat mata ki jaii am raja,I
mam please can you explain in hindi please,F
your videos are amazing,F
what should we do ncert examples and exercises first ?plzz tell me mam,D
hii,I
super,F
"mam transitive relation ka case 2nd if (a,b) belongs to r then transitive hoga fr toh jitne v relation hote h toh every relation ko transitive keh skte h....",D
eadeat nonsense,I
pagal,I
thanks,F
thanks,F
thanks mam,F
thank you mam,F
very good work ma'am bahut acha samjhaya hai aapne,F
thanks ma'am,F
very good explanation,F
mam please start live sessions,F
anyone jo 2024 me 12th dega???,I
mam please tell me how 9 is multiple of 4,D
ma'am please provide live classes for class 12th maths,F
thank you magnet brains and also thank you mam,F
mam!!!! you are super!!,F
it woukld be great to see few sessions in english also mam im from rural part of andhra pradesh my regional subject is telugu and there is no cc also available,F
,I
tnq mam,F
mam tam padau to badiya ho per mare samaj me ne ayyo,D
mam kesa pdhatii hh is it good to.score high marks,D
,I
very nice....mam,F
o good clear ho gya ......abbbb sara,I
mam u are great ....very detailed videos ...these are essential for making our concepts absolutely clear ...,F
1:23:12 how ma'am please tell?i think it's transitive relation,D
best maths class for 12th on all over youtube i have seen .. thanks to magnet brains,F
thank you mam,F
litreallyyyy concept clear,I
"thank you sooo much mam ,for provide free class in full explanation. ... teacher thank you so much .... continue all class mam....",F
,I
it's too long video mam,F
ma'am screenshot lene diya kariye,F
thank you mam,F
mam you are hardworking teacher,F
learn,I
mam formula ka easy tricks,F
best maths teacher on youtube,F
thank you so much more mam,F
yes mam understood,I
mam i have a doubt ??,D
can anyone pls tell me is this lecture is also helpfull for bihar board students,D
done,I
nice mam,F
thank you mam,F
mam mera name archana hai mujhe magnet brain se bahut kuch sikhne ko mila thanku all magnet brain,F
thank you mam.,F
thank you ma'am,F
nice...........mam,F
good mamm,F
thanks mam,F
it's good for bihar board or not?,D
i m lucky that i can study with this platform it is very helpful,F
nicely explained,F
first time feeling math is easy,F
nice teaching and explination,F
thank you madamo,F
mam explain is very nice my all concepts are clear in this chapter,F
agar 11 me na padha ho too,D
,I
qq,I
thanku you so much magnet brains you are giving another level study thanku so much,F
bahot accha explain kiya apne... great job,F
relation and functions full chapter hai ek hin video me pls koi bata do,D
,I
god level explanation mam,F
thanks mam,F
hello.. mam mujhe membership chahiye,I
thanks mam,F
thank you mam,F
kuch samj me aaya hai mam,I
very nice exiplination ma'am my all concepts got clear,F
mam your video is very long,F
kal paper ha or ma ajj ya vedio dakh rha hu,I
thank you ma'am for your team free class provide,F
equivalence class main problem huwa,D
thanku teacher,F
"dear mam , you are really one of the best teacher on youtube for math, one of my favorite",F
mam aapne kitni practice ki h to get such high level !!!,D
vande matramram ram ji,I
i from odisha,I
amazing class mam,F
thank you so much ma'am,F
hello maam i am from up board can i study from here,D
,I
"dear mam,you should take one shot classes because we haven't enough time for cuet and we can prepare a full chapter within 1or2 hrs...bcs we covered these chapters in 12th and we need quick revision.",F
please,I
maths ka,I
mam please cuet ki preparation karna start kar dijiye please,F
mam pure notes banane h,D
mam you are teaching the deleted topics also which is rationalised,D
...,I
hlo mam,I
ma'am chemistry and physics v regular lectures karwa dijiye please ma'am,F
11 th student watch video,I
ek question ko 1 ghnte 40 minute mei karwane ka talent *magnet brains*,I
thank you ma'am,F
thank you so much ma'am. very nice teaching,F
maja aaa gaya mam,I
,I
i am from hindi medium but phir bhi mam aapse padte hai bcz aap acha padati ho aur bahut achhe se samajh me aata hai,F
this is very interesting,I
ma'am magnet brain mai class lena hai online,D
ma'am mujhe class lena hai aapka live,D
mam can u put english subtitle,F
class 12 ke chemistry ka notes,D
mam 1.1 ka (ii ) no. question ka answer ncert me transitive nahi hai likha mai confuse ho gaya. please reply me man,D
mam ap bohut beautiful hu,I
thank you mam for nice explanation,F
thank you very much,F
"1,6 or 6 , something kuch hai hi nai idar or transitive 1st q 2ii",D
bakwas,I
ham sabhi students ke liye etana mehnat aur support karne ke liye thanks,F
"mam q no. 1 (v) ka d is not transitive because (a,c) does not belong to r",D
mama transitive nahai samj aay,D
32:01 answer transitive,D
hello mammy second classthankyou so much for your help in my studies mathematics,F
thanks a lot my dear mam,F
think you,F
mam its nice but u have taken a lot of time to solve q 1,F
"mam, i am in bihar board class 12th english medium. are ncert and your lectures enough for me for upcoming board exam. please tell.",D
9 th student here,I
man aapne - common liya hai to - (y +x) hoga na,D
mam please provide screen short of this video,F
mam y teach vry nice,F
love mam,I
"q. 1 iii) its not transitive becauseif we campare (2 , 6) and (3 , 6) then we cant fined (2 , 3)..",D
mam i have one doubt,D
mam ye ncert k liya bhi hai n,D
mam please upload videos for maths nda 2 2023,F
thank you mam,F
mujhe lgta h sirf mb valo ne shi ans dia h es ques ka x is the wife of y is transitive ncert me v glt h,D
excellent mam,F
thank you mam,F
thanks,F
thnx magnet brain,F
"mam i have a doubt , for question no. 1, part 5 subpart d , for transitive you used a different technique and for subpart e you used another technique , bot are totally different from each other , the way you exaplained father problem , why didnt you do with wife one , pls reply",D
think so much ma'am amazing experience,F
"mam ,i have a daut but how can i explain",D
great explanation maam,F
thanks mam,F
2nd day,I
mam question 2 part meib doubt hai koi transitive bolta hai koi not transitive,D
thank you so much mam,F
madam aap kitisoni ho,D
very very thanks madam ji,F
thanks mam,F
stupid ma'am,I
ma'am ap bht acha parate hi tq for teaching us,F
thank you so much...,F
best teacher ever,F
tnx mam for best explanation,F
thank you mam,F
thank you,F
bahut bahut thank you,F
thank you,F
thank you,F
thanks,F
thanks,F
thanks,F
thanks,F
mam jo hamara paper board ka aata hai usmein ncert ke hi question aata hai ya bahar se aate hai mam bhut confusion ho raha hai,D
tus ar ak concept ini shyll kne pdandyo ki sara kish smj aai znda tunda tnyabaad,I
butt ma'am q1 ka ii transitive nahi hai answer sheet mai,D
bibi ko na udhao mam,I
gud i mam its nice but we want more explanation plzz magnet brains read this comment,F
really helped a lot,F
thank you so much mam,F
dun,I
anyone from jharkhand board?,I
amazzingg mam,F
forget past like exam paper and future like no existence... so that enjoy your presence- s,I
thank you so much ma'am for your amazing explaination,F
hi mem,I
thanks mem,F
ma'am chemistry or physics v aise hee daily lectures karwa dijiye please ma'am class 12 ma'am hamara board class hai please hamare stress ko samjhiye please ma'am chemistry physics k lectures k liye bhi request kar dijiye magnet brains se i will be very thankful to you...... please understand my stress level,F
tyssm mam,F
sir nice maths all subject in chapter in speaking .rational number .natural number.whole number.intergs.fraction numbers .demical numbers .shapes and square.syammary.traingle and square.rational numbers.,I
mam live class ka charge kya hai,D
,I
1:17:07 fullfillfillfill,I
best teacher for me,F
anyone 2024-2025 present over here..!!!,I
mam transitive relation main false karne k liye pairs sochne main dikkat hoti hai,D
thanks,F
pls reply,I
mam 0 is neither odd nor even according to ncert book,D
nice explanation,F
"mam ak bat btana question 9 me 4 ke multiple me jb condition me h to 4 ka multiple negative ho skta hai kya? bcoz aapne n,m belong z kiya hai to multiple negative bhi aa jayega but condition mode me hai plz thoda smjhay",D
thanks you so much ma'am... apki kripa se sb samajh me aa gya,F
thankyou mam,F
how many people watch this video in this time,I
your teaching way is fantastic mam thank you magnet brain for shivani ma'am,F
,I
mam 8 no. question me ham jo diya gaya hai usse relation bana ke sidha nahi bata sakte kya ya itna likhna hi padta hai,D
thanku mem,F
good,F
mam your teaching method is fantastic,F
best teacher,F
no 1 maths teacher,F
jai hind mam...bharat mata ki jaii am raja...,I
thanks,F
thank you mam,F
thank you so much ma'am,F
,I
ma'am exercise 1.2 me jo into and many function se related questions h ve bhi exam me aaenge kya please bataiye,D
mam in question 4 can we proof it theoretically like in same way we did in question 3,D
its feels very easy for me to solve questions after watching ur videos mam uhhh are really a amazing teacher thanks a lot for these kind of amazing videoa,F
nice explanation,F
amazing lecture,F
gazzab maam,I
mam in question 3 firstly we make relation which gothrough the condition and then solve??????,D
thank you mam,F
awesome,F
best teacher all magnet brains,F
best teacher in maths,F
the satisfaction after getting all the answers correct,I
i am complete my 2 book with you and start 1 part thank u maam,I
thnk u maam,F
hii,I
hii,I
best teacher of maths for me .,F
your teaching style is amazing mams,F
"thnku u so much ma, am it's very helpfull for us",F
mam 5-4=1 4-5=1 mam ys tho odd a raha ha pher kiasa ya symmetric hua,D
thanku mam,F
thank you so much ma'am for your amazing explaination,F
thankyou so much ma'am the session was amazing as always,F
thanks mam,F
wonderful session mam,F
good explaniation ever.plzz continue this series i watch all your all lecture i am totally depending on you mam,F
hiii,I
,I
"(1,3),(3,1)r. (1,1)r",I
best teaching,F
thanku so much mam for this great session,F
"agar hum yeesa kare(p1, p2) belongs to r (p2,p1) belongs to r then (p1,p1) belongs to rtho kya ye sai nai h for transitive",D
best teacher of mathematics i have ever seen,F
you are the best maths teacher,F
thanks you mam,F
first time in my life i fully satisfy with someone who make me intrested about mathematicsthanks,F
for paper which qus is most important?????,D
thank you so much,F
explanation is superbbbb,F
best teacher in world,F
legendary teacher,F
hi lecture are good,F
very interesting chapter...,I
2024 -- 2025 balo like here,I
session 2024 -2025 ...,I
kaun kaun ye video 2024 mein dekh raha hai ?,I
you are best teacher for me,F
"aur mam 1,3.3,1.1,1 karenge tab per bhi trasitive ho jayega 10 ka 3 no. me mamplease mera dought clear kijiye mam",D
"mam jaise aap 3rd no .wale me jo aap reletion li hi yo to thik hi haibut agar 1,2 .2,1 .1,1 le le to ye to transitive ho jayega mam",D
thank uuuuuuuuuuuuuuu so much mam,F
mam hum 10 question mei is tarah kar sakte hai ki relation builder form mei banaye na ki roster form mei.,D
pernam mam,I
goat mam,I
that's gazab,I
really mam aap bhut accha padate hosabhi concepts crystal clear ho gaye mamthanks mam for that amazing and lovelly sessionnice explanation mam,F
you are my favourite maths teacher mam,F
best explanation,F
sarasvati nmo nmh,I
attendence: kalit is present,I
completed the exercise in 1.5 hour,I
thanku so much mam,F
"1:23:40 man here is mistake.(2 ,2) and (3, 2)these are not relativethen how can you said it transitive?",D
thanks you so much mam i am very very impressed your teaching methods,F
thank you so much mam,F
totally impressed by your videos.....,F
thank you mam,F
"q.14 - set of all lines having slope 2 , is this okay",D
thank you very much for explain this,F
"maam,in question number 10(4) why u had not chaked (2,3)with (1,1)",D
overpowered explanation maam,F
thankyou mam mja aa gya last taak aate aate,F
thank you ma'am,F
bestest explanation,F
thank you so much ma'am,F
thank you mam.you are great teacher.,F
in question 10( iv ) ma,D
"but ma'am what for 1,1 and 2,3 it's does not make transitive relation",D
yes ma'am bohot majaa aaya,I
thank you,F
hare krishna mam,I
thank you so much mam.,F
thank you mam.,F
thank you so much mam i have completed this chapter with help of. u,F
ma'am you are amazing teacher of maths and your explanation is super.thank you so much ma'am for your amazing explaination and guidance,F
no doubt that you are the best teacher,F
ma'am i can't express how thankful i am to you for taking so much of time and patience in explaining every of the questions.,F
session was amazing ma'am,F
all clear,I
super lecture,F
hi mam,I
..,I
hlo mam,I
amazing lecture ma'am,F
subjection function,I
injection function,I
thankyou so much ma'am,F
chamak,I
thanku mam,F
a3-b3=(a-b)(a2+ab+b2),I
thank you so much maam you're great teacher,F
1:37:20one-one (injection)onto (surjection),I
how can i cover 7 chapters of maths in 2.5 months??? i have maths in additional. (pcmb),D
one- one function= injectiononto function= subjectionone-one and onto function= bijection,I
a-b=(a-b)(a+ab+b),I
"let r = { (a , b) , (c ,d)first co-ordinate ( a ,c ) between the given ordered pairs of relation called do main and second co ordinates of its ( b,d) called co domain and we always take range of relation by its last co ordinates (c , d) in the given ordered cartisian product of set in relation.",I
one one is called 1:38:15 injection and onto is called surjection,I
a+ b = (a+b) (a-ab +b),I
(a-b)3=a3-b3-3ab2+3a2b,I
thanks ma'am,F
a- b= a-b-3ab(a-b),I
i had forgotten previous concept of functions so i couldn't understand it when read the book but this video helps me a lot to understand everything thank you magnet brains,F
nice explanation teacher,F
injection,I
a^3 - b^3 = (a-b)(a^2+ab+b^2),I
domain of relation - first coordinate of. ordered pairrange of a relation - second coordinate of ordered pairco-domain of a relation - r: a-b. then set b is the co -domain,I
1:36:55 one-one function..............injectiononto function.....................surjection,I
,I
"interjection, superjection",I
domain=collection of first element of order pairco_domain =collection of all second element of order pairrange=set [b],I
one-one/injectiononto/sujection,I
domain is the first components of order pairs and range is the second components of order pairs while co-domain is all elements of b.,I
mazzeh ke sath kabhi padhai nahi hothi 0:03,I
injection function,I
yes afunction,I
injection or surjection,I
ab voting ke liye advertisement v hoti h kya,D
this time i will score 80 percent in board,I
i got more than 50 ad in this video,I
thanku mam .. so much,F
thankyou so much mam,F
one -one function= injection and onto function is subjective and one - one and onto function is called bijection function.,I
study me apka bahat bada fan huo mam,I
injection or surjection,I
one-one function- injectiononto function- surjection,I
one one function is injection function and onto function is subjective function,I
one one ka cheats name,I
injections,I
you are one of the best teacher of mathematics .,F
one-one function - injectiononto function - surjectionone-one onto function - bijection,I
1:37:08 one one function is also called injection and onto function is also called surjection,I
a,I
thanks ma'am for good explanation,F
thank you mam,F
one-one=injectiononto=surjection,I
mam you are best teacher of maths,F
one one ... injectiononto ..........surjection,I
one -one = injection and onto= surjection,I
thank you so much ma'amfinally understood how to prove one one and onto,F
"mam how it possible (a,b)are same elements ? please mam give an example.please",D
thank you so much ma'am,F
kya iss lecture mein kuch out of syllabus hai according to cbse,D
mam note krna hai overview ko,D
arbitory ka mtlb kia he,D
at 1:37:43 one-one is known as injection and onto is known as surjection,I
"3 3 3 (a+b)=a + b +3ab(a+b),",I
injection and surjective,I
1:37:08 one one is also called injective functionon to function is also called subjective . functions,I
mam aap bohat achha padhati ho really i'm your big fan mam aise me jee me maths ka score bohat hi achha krunga because aap kisi bhi chapter ko bohta achhe se samjhati h,F
"mam relations or function ke domain , range or co-domain ek hi too h",D
"one one f ko injection, onto ko surjection kahte hai",I
amazing maam,F
mam you best maths teacher,F
56:48a-b = (a-b)(a+b+ab),I
many one = surjection,I
one-one =injection,I
thanks a lot mam...,F
thank you mam,F
good explain but mast,I
domain: set of all first corodinates of ordered pair in relation r..range: set of all second coordinates of ordered pairs in relation r..co-domain: set b is called co-domain,I
thank u so much mam for this video's..but mam i have a doubt related to my class 12..how can i manage my time to complete the whole syllabus by my own with the help of magnet brain videos...until november..,D
one - one function is also called injection function..onto function is also called surjection...,I
onto=surjection,I
one one =injection,I
best teacher,F
27:53relation p to qthe first coordinate of all elements in relation is called domainthe second coordinate of all elements in relation is called rangethe set q is called codomain,I
really mam you are the best teacher,F
"1:37:06 one one ' injection or injective function , onto , surjection or surjective",I
at 1:37:40one-one function= injectiononto function= surjection,I
injection and surjection,I
one one - injectiononto -surjection,I
"27:17let any set a and set bthen,relation => arb then the elements of set a --- domain ; all the elements of set b --- codomain and the elements of set b related to a --- range",I
mam aap hamare kitna effort lagate hothank you so much,F
"good evening ma'am , ma'am at last u summaries that an onto function is also a one one function, and we says a onto function as surjective and here, the onto function is one one also so it's bijective,.....so , bijective= surjective??",D
thank you so much mam,F
mam u are a great teacher .. u explain concepts so well .,F
miss one one functions is injection and onto functions is surjection,I
39:59,I
thank you mam,F
hare krishna mam,I
domain = first value of any relation is called domain.co-domain = whole values of set b of any binary relation is called co - domain .,I
,I
injection is the other name of one one function.,I
thank you mam,F
thank you mam.,F
hai mam,I
nice mam ji,F
injection,I
thanks mam my all concept is clear,F
the other name of onto function =surjection,I
the other name of one one function =injection,I
thank you so much mam you are a great teacher,F
thank you so much ma'am for your amazing explaination,F
a-b=(a-b)(a+ab+b),I
,I
at 1:37:08one-one function is also known as injectionandonto function is also known as surjection,I
at 27:53relation a to bdomain- element a belongs to set a or x-coordinaterange- element b belongs to set b or y-coordinateco domain- set b,I
aur concepts are palpable,I
very very helpful,F
superb mam,F
"mam,one - one function is also known as injection functionoronto function is also known as sarjection function",I
(a-b)= a-b-3ab(a-b),I
mam big fan,I
g mamm,I
grt teaching,F
hlo mam,I
a-b=(a-b).(a+ab+b),I
thank you mam,F
great explanation,F
thanks,F
mam aap bahut intelligent ho,I
ques 1 to ques 3 in this video,D
i have maths in additional...kya sirf ncert karna kaafi hoga boards ke liye?,D
i hope you will reply me,I
,I
,I
hasta hua chehra for clarity of concepts,I
y/ kaise solve krte hkoi samjhayega kya?,D
,I
a-b= (a-b)+3ab-3ab,I
14:03 i think there is a small mistake. its f(x)=1/x=1/1/y =y .,D
,I
,I
thank you mam,F
mam ka to imagination kafi speed heeee,I
mam way of teaching is very expressive,F
pernam mam,I
1:05:54,I
,I
thank you so much ma'am.. it is very useful to me for lecture,F
,I
1:20,I
1:05:9 function toh onto hoga nh?because agr y ki jgh 3 put kre or cube kre toh 27 ayega toh yhe toh natural hua nh..,D
,I
thanks mam,F
,I
,I
,I
no competition with mam,F
,I
,I
,I
mam app bht acha padate ho,F
great,F
,I
,I
,I
,I
your teaching very pretty maam,F
nice lecture maam,F
,I
thank you mam,F
,I
mem for getting notes what's the process ...?? plz explain ...is it for free??,D
thx dedi,F
:) thank you so much ma'am. this is the first time i understood functions.,F
thanks mam apka ansawr likhne ka tarika sabse best laga,F
,I
literally this yt channel is like boon to us,F
,I
well explained maam,F
,I
",mam question 2 ke (iii) part me relation n se n me hai na to aapne integer se kyu liya..",D
thank you mam,F
,I
great explanationthank you mam..,F
,I
,I
mam aap kitna achha explanation karte ho itna easy way mein pehle class mein jab sir ne samjhaya to kitna difficult lga tha wow mein ab to padhane mein bahut achha lg rha hai,F
,I
,I
why i didn't know about this channel in class 11 but know i hope that i will good mark in maths . thanks a lot mam :-),F
,I
36:30 agar y ki jagah 4 rakh diya to x= 2 ho jayega or 2 naturalno. h,D
but science videosby mam,I
,I
thank you mam,F
,I
,I
thank you so much mam.,F
,I
mera hasta hua chehra mam for my concept clear,I
,I
mam aap ek ek chiz ko baar baar revise karate ho which is amazing...your teaching method is amazing,F
thank you so much ma'am for your amazing lectures,F
,I
thank you ma'am,F
,I
mam tusi great ho,I
,I
,I
"mam,a-b=(a-b)(a+b+ab)",I
likho,I
part 2,I
hlw mam,I
..,I
mam is very intelligent,I
bo,I
bo,I
mam aap bhut acaa pthate hothanks for teaching,F
baka,I
hlo mam,I
tumhare kitne percentage aaye the 12th me,D
question 6 = onto function.,I
q.no6 is not onto because some y belongs to co domain has no pre imageeg. 7 has no pre image,D
question 6 into hai,I
"maths is really easy witg you mam , thank you so much",F
q-6 into,I
"since element \( 7 \) in \( b \) does not have a corresponding pre-image in \( a \), the function \( f \) is not onto",D
que 6 ) into,I
que 6) is into function because there exist some b(co-domain) for which there exist no a( domain),D
q6 is into function,I
2024 - 25 students attendance here,I
question no 6-into,I
6. into,I
thanks mam for that amazing sweet and lovelly sessionnice explanation mam,F
onto function,I
,I
you are geniusyou are geniusyou are genius ma'am,I
6 is into,I
into in question 6,I
mam question 6 into function,I
thankyou so much mam,F
question no. 6 is into,I
q6 is into,I
in q9 in cas1 for onto we'll take y belongs to n (co domain) not n belongs to n,D
question 6 is into,I
que 6 : it is into function,I
questions 6 into functions because there is major difference in one one or onto function ( one one function - different elements different images) but on the other hand ( into functions - there is some elements of codomain is the image of x not every element of codamin)since there is no pre image of 7 belong to codomain hence these function is into :-):-),D
q no 6 into because of 7 having no pre image,D
,I
thank you mam,F
question 6 is onto,I
thank u so much mam giving us a fantastic concept clearing video,F
q6... is into function,I
question no. 6 into ha,I
thank you so much mam..,F
q.6 : f is into,I
q6=into as well,I
in q6 the function is into,I
homework answer-:ans-6: into function,I
into function....,I
q6- is into,I
question no 6 - is into because there is no preimage for 7 .,D
q9 is many-one and into(as odd natural number are not included in the function) but the final answer is right that overall the function is not bijective. amazing videos though. was able to figure this out because of your concept overview videos.,D
one one nahi hai aur onto hai ma'am,D
question no 9 is wrong,D
,I
"as in q9 the function is not one-one but in the similar example 12 in ncert , why is the function given as one one?",D
que. 6 not onto but into,D
thank you mam.,F
mam this functions is not onto,D
"ques no. 6 , the function is into",I
ques 6 into,I
amazing,F
thank you so much ma'am for your amazing lectures and guidance,F
"question 6 , into funtion",I
you teach so well.. thnk u ma'am,F
mam you are too goodlove your hard work and consistency,F
thank you ma'am,F
,I
mam bohut achaa padate ho app,F
why magnet brain not provide class notes?,D
thank you mam,F
"mam,function in question number 6 is an into function",D
..,I
hlo mam,I
ma'am 4 chapter complete kiya app ke video dekar college hi nahin ja raha hunaap ke videos dekar hi ghar me study kar hun thank you ma'am,F
oooo,I
thanks mam for this amazing and lovelly sessionmam u are the best math teacher,F
very nice,F
mam composition of relation samjha do nh,D
exam date 2 feb 2024maths starting at 22 jan 2024lecture starting at 23 jan 10:45,I
thanks mam,F
deleted hai,I
,I
thank you mem,F
thank you mam,F
"very nice explanation mam, understood everything very easily, thank you",F
thank you mam,F
mb is best you tube channel for learning,F
you are the bestest teacher i hv ever met...lucky to hv such a teacher,F
mam currently i have given my board exam and i'm preparing for entrance exam .mam truely your videos are so so much helpful for me,F
be continue mam i am watching all videos of class 12th,I
adorable,I
thank you mam,F
ma'am you are one of the best teacher for math,F
i don't know ma'am your ex,D
ma'am in case of invertible function...is gof=fog????..,D
many one,I
thanks mam .you are the best teacher for math in the world my concept is crystal clear,F
amazing lecture...,F
thank youmam,F
helpfull lecture,F
thank you so much mam,F
thank you mam,F
thanks ma'am,F
thank you ma'am,F
23 24 presentation here,I
mam mene q6 mei onto prove kara toh hua nahi. second method se karke bata dijye please.,D
thanks maam,F
,I
thankyou so much mam for your help in my mathematics studies,F
mam mujhe mp board ke achcha adhyayan ka set video bana do mam,F
most thank you madam ji,F
this exercise is deleted? is there need to do,D
thank you mam,F
mam you are so sweet,I
1:04:39 she teaches wrong. why she don't take +x and - x,D
tq mam,F
thank you so much ma'am,F
just diamound,I
seeing teachers like you we students get motivated...,F
thank you mam you are define very well,F
you're the best teacherthanks ma'am,F
thanks a lot mam . you are best teacher for me.,F
mam i salute ur efforts actually u never feel tired of teaching same concept again again thanks a lot mam . actually i am from isc board then also i used to watch ur videos.very thank you,F
amazing teacher,F
thank you mam,F
in school our teacher is really irresponsible.. he didn't teach us.. i also don't have maths tuition.. yet it's my favorite subject.. and i'm totally dependent on u ma'am.. u are great.. thnk u so much,F
thanks,F
mam kept up,I
wonderful sessionmam,F
..,I
,I
thank you so much mam,F
thanks mam,F
happy teacher's day mam. thank you for teaching me math for my 12th grade,F
thank you mam,F
so interesting and understanding i'm relax and gladbecause mam my all confusion solve....,F
so helpful indeed!!,F
th hnkass,F
mam you clear all the concept reated to exercise thank you ma'am,F
good,F
shivani sharma mam.,I
thanks a lot mam for this wonderful session.,F
mam this exercise deleted and also not come in cute exam mam plzz ignore deleted topics.,D
wonderful sessionmam,F
wh pic of ek,I
no one is watching you lmao,I
.,I
does 0 lies in z+ ??,D
thaaannnnku veeeerry much mam for this me debasmita frm odisha,F
thanks,F
