comment,label
this 2024 is gone to be my last atempt and before this i give two attempts i first attempt i scored 540 with my board nd in 2023 i dont know how much i'm going to scorebut if maybe i'm not selected then 2024 is going to be my last because i can't wate my time on it now,D
mam aap live class kb chalati h,F
who is here for 2024-2025 session,F
magnet brains is good flat form of study,F
,I
is it enough for competitive exams like neet,D
hii,I
thanks mam0,F
hi,I
in this chapter does fate depend on the life acording to this chapter,D
5:22 sunoo,I
i liked this vedio,F
"mam, bhot acha lga samjh ke",F
thanks mam plz guide us thk ryt path,F
we need sir on biology class,F
sir please provide more videofor neet student,F
thank you so much magnet brain,F
anyone in 2023-2024 session? hehe,F
anyone in 2023-2024 session? hehe,F
anyone in 2023-2024 session? hehe,F
anyone in 2023-2024 session? hehe,F
huh,I
m simple and todi hindi mam please,F
hii,I
hey mayankk,I
0:36 0:36 0:36 0:36 0:36,I
new chat ananyaa,I
heyy it's me mayank,F
ananyaa,I
ma'am where can i get the notes of this chap?,D
welcome to new section 2023_2024like target 1k,I
mam please send me notes on 1st lesson,D
thanks mam,F
thanks ma'am,F
,I
kis kis nai 2023 mai 10th ka exam diya hai ab 11th mai arha hai,I
i have a doubt,D
you know you're my fav bio teacher mam,F
yes mam we can do it!,F
,I
hi guys i am come in +1medical now..... i am very tense about neet/aims exams....... i wants to be a neuro future doctor .....please wish me a good luck...,I
hlo magnet brains channel please give me notes without any problem cost,D
2023-2024 students please attendance,I
live classes kb chlte haii,D
"mam so nice, very well understood",F
who is here for session 2023-2024?,I
i am new student,I
you are a good and best teacher,F
mam same height 5'7,I
ever bestmb,I
2023-2024 wale like karo,I
11th wale attendance lagaye 2023,I
nice,F
2023-2024,I
batch 2023-24 students attendance here,I
let's to continue the class 11th,I
3:00,I
2023/2024 bale attendance lgao,I
funny part 17:18,I
class kese kharide,D
kon kon 10th ke result ka wait kr raha hai orr 11th kii classes start kr raha hay youtube per ...like kro,I
anyone ?,I
mam hum bhi kar rhe h 11th class me,F
nice mam a very good platform i found on you tube next to science and fun,F
thankyou for providing free education,F
i think he got divorced,I
nice,F
"so, started bio from today 2023-24..",I
you good mam,F
nice explation ma'am,F
14/4 2023 ..great start,I
great explanation ma'am,F
2023-2024 session anyone here ???,I
promotion ho gye,I
i am new subscriber,I
mam metabolism ka meaning... bataye please.,D
"thank you mam, aapka padhane ka tareeka bahut funny h. and you are sweet mam",F
thankyou to teach us mam i want to known that those student want to create neet which platform is good for him,D
welcome to the new session = 2023-2024.,I
waah mai 11 th me aa gaya hu,I
thnx mam,F
hii,I
hiiii mam,I
any 2023-24 batch 11thies here?show your presence,I
2023-2024 batch attendance here,I
ma'am mujhi b padna hai 11 th kls k aur sb sai zada padna mai b kch lag hee maza hai,D
hi,I
e,I
2023-24 ?mark you attendance,I
koi idhar 2023-2024 wala hai kya jo 11th me aaya hai ?,I
mam please note khah milegi,D
w0w,F
what a enjoy ma'am,F
new batch attendance kro,I
i am 2023 2024 batch of 11 th,I
me.....,I
log free of cost bolke padhate hai lekin pehle sanatan dharm me to bina money ke hi padhai hoti thi,I
thxxxxxxx,F
thank you mam,F
batch 2023_2024 on,I
welcome to the 2023-24 sessiontarget 250+ likes,I
@sidhumoosewalaofficial,I
,I
mujhe bhi red colour pasand hai,I
who has passed the 10th board recently and here for 2023-2025,I
hey plz anyone can help me plzi m very confused to choose medical and non medical is there is most scope in bio or not??,D
2023 to 2024,I
thanks for teaching,F
"mam you, talk much more than needed",F
ma'am 10th me bhi mene aphike lectures dekhke padhai ki thi bahut achhi bhi gayi hei meri exam par kya kare parents ko kaun samjhaye ke 11th me bhi ghar pe reh kar padhai ho sakti hei aur achhe bhi ayenge results unhe to bas hostel bhejna hei......,D
vacation me padh rahe hai,I
mam please make a new batch session for class 11.......2023-2024,D
2023 - 2024,I
mam could you please make a new vedio,D
yrr best teacher,F
thanks mam you will also support me,F
bohot overacting h yaar,F
who is here for the session 2023-2024 ...,I
2023-24,I
2023-2024,I
welcome to the new and adventurous session 2023-2024,I
average,F
who is here after 10th 2022-2023?,I
who's here for session 2023-24,I
please give aiims paramedical syllabus 2023,D
good morning memi am from jnkvv student from bsc (hons.) agriculture 1st yearvery helpful topic living organism,I
boards ka result aaya ni firbhi prne aa gye,I
rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,F
best explanation ever thank u so much magnet brains,F
you are so beautiful mam,I
can u suggest for best and free notes for competitive exams,D
2023-24 session attendence here,I
aaj se bio shuru,I
thank you mam for your help,F
kon kon bio sai start kar raha hai neet ki journey,I
let's start our journey of class 11,I
who is here for session 2023-2024?,I
let's start neet from magnet brains neet 2025 !!,I
lets start the mission neet 2025,I
get ready for 2023-24 session,I
starting new session from now 2023-24 ki taiyari,I
just now started preparation for class 11/ neetafter 10th boards 2022-2023.,I
if anybody need 11th nd 12th biology explanation nd notes in very easy way plz contact me,D
welcome to new session 2023 - 2024target 100 like,I
mam you are so intelligent,I
hey who want here to becmgg,I
thankyou mam,F
vibhuti mam,I
23_24,I
nice mam.,F
mam sheher to choro hum apne ghr ke aas pass ka bhi nahi kar sakte,I
women,I
welcome to session 2023-24,I
start study with best channel magnet brainattendance lagao for session 2023-2025all the best to all,I
"this is the best channel for starting my 11th class, thanku for uploading good explanation",F
a new beginning for me,I
2023-2024 batch here,I
watching before my schooling starts,I
who is here for session 2023-24,I
2023 - 2024,I
we are here for 2023-2024,I
who is here for the session 23-24,I
who are here from session 2023-2024,I
yha 2023-2024 wale koun he,I
who started it for 2023 -2024,I
who is here for 2023-24,I
welcome to session 2023-24,I
who is here for session 2023-24,I
who is batch 2023-24 like,I
who is here for session 2023 to 2024,I
for session 2023 24,I
who are coming here for 2023-2024 session,I
,I
watching this after my 10th boards,I
who is here for 2023-24 batch...!!?,I
any 2023-24 ?,I
who is here for 2023-2024,I
"magnet brains please vibhuti ma'am ko boliye 11th and 12th ki science padhne (physics, chemistry and biology)",D
"magnet brains please vibhuti ma'am ko boliye 11th and 12th ki science padhne (physics, chemistry and biology)",D
who is here for session 2023-2324,I
who are the students(2023-2024) here?who just completed 10th board exam.just completed 10th.. starting a new journey of 11th...12th and neet..wish me luck,F
came just after 10 the boards,I
today i had finished my board examination for class 10 and after that i have nothing to study so i am getting bored.so i decided to open magnet brains for science stream biology and founded this very helpful videothank you magnet brains,F
who is here for session 2023 - 2024,I
who is ready to study for session 2023-2024.,I
me my exam of board are just finished today 2022 -2023and i was getting bored so started studying biology of 11th. i have to take science.,F
session 23-24,I
session 2023-34,I
21st ko paper katham hone wale hai fir kon kon ye lecture dekhna start krega,I
best wishes for neet guys.....,I
kon si side or mai,I
so thankful this video,F
mam aap live kitane baje aati hai,D
who is here for 2023-2024,I
class 11th ma ma pass honga ki neahi,D
i am in 9 th,I
thank uh mam,F
who is here for session 2023-2024,I
good evening mam,I
mam,I
10th finish l start my 11th preparation,I
who is the hear for 2023 2024,I
"i am in 10th and i will be taking arts, i have no interest in studies bt still i like to study bio that's why i am here",I
mam you are superb,F
i am new in 11th and this time iam fully dependent in magnet brain for study..,I
i thought notes are free,D
my favourite,I
amazing mam,F
thank you ma'am,F
mast laga hum ko,I
when u study with 2 bigger distractions.,I
thnx,F
mem namaste,I
"concept teaching, welldon mam",F
well done mam,F
me,I
queen of biology,I
i am in 9th class and my neet is in 2025 i am preparing from now,I
hiii... sir.. i want to know that how i complete whole syllabus in 10 days of biotany.. plz reply i m totally depressed,D
your voice is very annoying mujhe video closed krna pta after so patience please try to talk in topic bakwas krne k alawa,F
who is here in 2023... january...,I
superb mam,F
thanks for your explanation,F
ma'am aap bahut acchi parati ho,F
mam reply jarur dijjye ga,D
mam neet class 11 mein padhne ko aata hai ki neeet alag chiz hai neet,D
nice class mam,F
from where to get the notes?,D
remove advertise mam,F
hii mam,I
who is here for session 2023-2024,I
"mam isme se state board mein question aa sakte h kya,is this helpful for state board students",D
"mam aap bhut aacha pdhati ho, thankyou for providing us this learning platform magnet brain",F
i really appreciate to you.,F
mem online free class kitne time lagtihi,D
kis kis k pass mam ku list hai..plz mako send kro plz.. jis jis ka pass ha mako reply kro yehi aur send kro mako...,I
achha laga aap se padh ke,F
she is really a cool teacher,F
aur apne topic se divert hoti hoo,F
mam app chillati bhut hoo,F
legends are watching this video before 1 day of exam,I
10th me kitna % aya tha friends,I
nice teaching,F
mam u re really great,F
good madam,F
ye video kon 12th me jaane se pehle dekhne aaye hai,I
o k mem,I
ma'am ye ppt kise milega,D
hello dear madam,I
your teaching skill is very beautiful tq so much mam,F
5:10 ( wonderflow ),I
wow nice mam you are a goood teacher i like you and your teaching style,F
thank you ma'am,F
mam hindi medium me padaeye,F
mam objective nahi hai,F
neet aspirant ke liye hai na ye lecture??,D
magnet brains are so huge,I
best mem,F
y,I
3:14 start,I
starts 3:05,I
vary nice,F
thanks,F
good,F
mai 2024 k liye pad raha hu,I
legends focus on magnet brains,I
insaan hathi ka bachaa,I
tommorow is my exam 5 chapter h .. note nahi h .. pass kese karu,D
kis kis ke collage me acha nahi padha te hnai??????,I
okay ma'am,I
mamy biology class kis months ma main lagti hai,D
the living world,I
mam please send me notes,D
i am just here because i am unable to sleep.,I
good evening mam m princy from patiala punjabi got 70 out 63 marks in biology just because of u mam thank you so much mam ur teaching skills is soo nice mam,F
nice,F
yaha to doctors hi doctors hai bhai,I
hi love. you,I
bakwas km kijiye aur pdhaiye jyda,F
,I
more explain,D
thanks mam,F
good morning maam,I
welcome to 2022 to 2023,I
9october i start my 11prepration,I
,I
wasted of time.,F
mam great teaching,F
mam shivlal ki book padni h,D
best one,F
best teacher ever,F
she is not able to teach properly,F
you makes me easy to study biology mam thank you,F
which one is right for no. of speciesa) 1.5 millionb) 1.7-1.8 millionin ncert both are mentioned,D
aiims m admision k liy ky krna hoga..mam,D
thanks didi for ur complement,I
can we able to crack neet with magnet brains??,D
,I
thank you so much mam,F
isss ka 2nd kaha ae lecture,D
vishesh 11 c present,I
mam you are so funny you make me laugh for four minute continuesly lol,F
revision,I
miss captains hindi me dalo na,F
season 2022 = 11th classseason 2023 = 12th classseason 2024 = finally mbbs doctor ...... (neet crack),I
mam group bnlo,D
mam notes kha ha,D
fuckmam,I
*mam ki dhashu entry *,I
yes moje bai plate pasand he,I
many legends are watching that 2 mountains ...legends like this comment,I
ashok bhya be like mane kya kiya,I
how many of you passed 10th because of mam,I
mam live ka time kya hai....,D
i am in class 8th and i am a neet aspirant so i am studying class 11th biology best of luck for all neet aspirant,I
"pagal ho jayenge ,",I
tomorrow my bio exam...i hope best hoga,I
mam questions for exam kha se yaad kare,D
who is watching for tomorrow exam 19-9-22,I
so interesting to study with you,F
hii,I
tomorrow is my bio exam,I
"chee bhai , rahnedo mam . ye koi badhiya teacher ko karnedo , aur aap dream 11 pe team banao",F
hii mam water living thing hai ya non living???,D
thanks mam,F
get your notes ke link pr jate hai ek option aata hai select your notes jisme class select karte hai aur phir science stream jate hai tab please pay 1499 to get it,D
screen shot share karne ka option hota to jarur share karte notes ka price,D
sir notes ke liye (bio) pay 1599 . yehi class ka notes likh lete hai i hope ye helpful hoga,F
"but us website pr sirph course ke details hai.hmko notes chahiye, sir kiya class ka notes aur website pe jo notes hai dono same hai ?",D
kiya ye class ka notes board ke liye sufficient hai to get a good marks in the exam,D
sir magnet brains ke website pr kaise jaye,I
sir mujhe magnet brains ka notes chahiye kaise hm paa skte hai,D
aap sabhi students magnet brains ka notes kaise pate ho kiya usme lagte hai,D
does these notes are enough for school exams,D
madam please aap ki ladki ko bhi same aap ke jaise teacher banao with a good human sence like you,I
mam please aada24 neet mai sare chapters k video upload kijiye,F
"at 19:47 when mam said"" life is a zindagi "" this one was hilarious",I
mam aap physics kyon nahi padhate,I
mam aap bihari ho kya??,I
mam pls make a vedio for 2022-23 because 30%syllabus has been reduced,F
app ki awaj mam ma roj sunta hoon,I
best off luck all the brother,I
mam online class kab se chalta hai,F
app bahut acha bolti hai,I
ma'am aapki aawaj lata mangeshkar ji ki tarah hai,I
1111 like target,I
live clas kab chaloo hota hai mam,F
mam when u watch your self is mirror u don't fear by ur face,I
hi,I
love mam so cute,I
you are best teacher ma'am,I
thank mam,I
atna zor se bol kyu rhi hain araam se padhaiye na,F
hlo mam,I
,I
thanks mam,I
we will crack neet 2024,I
pcmb students,I
sam wate problem,I
thank you ma'am,I
where is the notes from this lesson mam,D
hello giys,I
hlo,I
who all are 9th class students here,I
ma'am notes kaha se likhe,D
3:13 exactt start,I
aap phit ho madam,I
plz,I
mam thoda dhire padhao,F
i'm in 11th right now,I
i like your lecture and who is the batch of 2022 and 2033 you call to me for clearing cunsupts,F
its so helpful,I
mam can you provide this slide ?,D
who is preparing for neet may god all of us get government college,I
supra ma'am lol is that a superaaaaaa,I
mam yours examples is great.,F
thanks mam,I
ashok to gya bhai ban gya mam ka,I
mam good night,I
mam,I
you are the great teacher thanks a lot,I
thank you,I
what about ur percentage in class 10 ??mera bahut kam hey,D
who are watching during exam,I
love u biology,I
mere cec,I
aaaa andhra pradesh ko use hotahy kyyy,I
17:40wbc nari sakti zindabad,I
thank you,I
i am from 9 but i just started preparing for neet,F
maam mai toh sabh plants kay naam likh loonga pooray world kay but maam aap ko mujhay travel ke paisay dene padengay,I
mam aap bahot zyada beautiful concept samjhati ho,F
you are very funny mam but very nyc explanation,F
mam kya 11 ke book se v 12 ke exam me aata hai kya mam please bata dijiye,D
hindi medium me biology kha padhate ho,D
konse state ka hai,I
but sukriya mam mujhe hindi me sb smjh arah,I
thanks mam mujhe ap ka explantion bhut acche se smjh arha h,I
i itna chillate kyuuu haii dhere pdhaa ma lol,F
3:13 class start,I
black board par pardaiye,F
mam aap lacture mn 3d animation ka bhi use kare please,F
man please tech us from this year live,F
what is herbarium ? you did not explained it,D
mam you say . lali lani vai hu......,I
mam you are best teacher,I
"22:32 tbh, i'm like that...",I
thank you mam,I
hii,I
hloo friends,I
thanks,I
thnx a lot ma'am,I
mam it's wrong that living organisms are infinite. it's very hard for calculate the no. of species in the earth but we can say that it is finite,F
im in 8th class i like science chapters i already seen all science chapters i want to become doctor because my mom also doctor,I
finally 10exam finish ab 11 class me hu,I
lecture start at 3:32(thank me later)btw lecture was osum,I
thank you so much mam,I
awaz tikhi toh hai,I
wow mem you are over power,I
how to get notes of this chapter?,D
good biology,I
mam your are best teachar,I
mam plss send notes thiss chapter,D
mam your teaching is amazing,I
ptla tuu ho,I
all the best,I
home notes ke liye pay karna padega deedi,F
hume notes k liye pay karna padega?,F
sbka sath sbka vishwas,I
best teacher who explained very clearly.,F
starting class 11th 2022,I
kon kon headphone lagake sunta hai vo like karo,I
what is diversity,D
mam meaning of irrespective,D
bolti bahut ho aap,F
bolti bahut ho mam aap,F
video start from- 3:08,I
main video starts at 3:16,I
thanks you mem,F
3:09 video stat,I
magnet brains.... i humbly request you to remove this nonsense teacher... .... this teacher talk too much... she teaches less and talk nonsense things more .... i love all other teachers in your channel.... but this nonsense teacher make me angry..,F
hmm,I
thank you so much,F
aap mere best teacher hai,F
notes kaha di ho mam batao,D
mam you are great,F
how much did you guys scored in boards 10th class 2022?i got 86%,I
i got 84% in boards class 10,I
maam aapko hee ho cancer aap hee krvaao kemotherepy .. hume mat bolo,I
best ever biology explanationi have seen,F
i'm seetal mam and how are you mam,I
hello mam,I
konsi website,D
"video starts in 2:16 you can thanks later ,study well people sorry its start in 3:34",I
wasted 25 mins of my life...,F
best teacher,F
lwre jaise padha te hai,F
your are a best teacher,F
finally 10th is over,I
class 11 mai a gai 500+ like target,I
who is here after class 10th 2022 exam,I
chitu n bittu are my new brother,I
congratulations to all to pass. 10 and best of luck for class 11th,I
hlo mam i need your help.....can i get your no. please.its a request,I
thanks,F
droppers assemble,I
download free fire this game is amazing,I
hyy,I
thank you so much mam,F
where is list of scientist with awards????,D
mam itna cheekh ker mat bola karo,F
ma bacha pada kar sakta hu agar kisi femail ko kar va na ho to muza bata na,I
your way of teaching is nice... but stay at a place... dont wonder here and there...,F
we use drive pls send notes on it,D
mam i have a doubt kya coronavirus 2020 me aya tha...,D
mam you are very cool,F
attendance herewho have come here after seeing 10th 2022 results.,I
50 rupya kat over acting ka,F
aapne bhi ghadi pheni hai,I
pls tell when u get online clss,D
when u do online class,D
thank you mam,F
plz koi us website ka name batado jispe mam ne list upload ki hai scientist ki,D
mam konsi website pe apne upload kri hai mujhe vo list chahiy..,D
4:57 this line was....,I
kon kon aa gya bina 10th result ke 11th pcb ki tayyari karneall the best....and hope you all get 90+ in class10th,I
hello madam,I
17.20 mamm u r sooo gud. u r soo energatic.... i had a lot of interest in ur class... may the almighty bless u with a very good health,F
hi teacher,I
maam on which website u have upload the name and achievements of scientists,D
mam you are the best teacher of bio and you study with comedy not a serious is good well for students and concepts all clear,F
mai bhi tiwari hu dhyan dena mam,I
thank you so much mam,F
nice mamm,F
finally i got the best channel for biology!! thnku mam,F
all the best for ur tomorrowsperiodic test,I
mam please make video alone for class 11 because mam we have problem to find video from magnet brain,F
wed site ki link kaha hay,D
mam kaha se pideaf milega,D
mam u r the best,F
mam please notes bhejiye,D
worst vdo,F
thank you mami think bio fun,F
awesome,F
thanku,F
mast padha rhi hai mam,F
nice look hai aapka mam,I
mam aap details se jyada bakwash karte hai.,F
"i'm in 10th class now, but i'm watching this video bcz i just wanted to see what's in 11th class",I
nice teaching mam,F
,I
any super medical student here,I
nothing is impossible - 6:18,I
mam woh list kaha milega scientist ka?? kon se website mai...,D
mam ap kon si site pe list send karogi iss chapter ki ....tell me mam,D
mam ap jo introduction padha rahe hai use mai note mai uttar sakta hu,D
aap me se kis kis ne 11th me science subject liya h.like kr k btaao.,I
thank you mam...,F
thanx maim,F
my 10 th is over now l am studying with my favourite teacher with the best way,I
you are the best mam and good explanation,F
mem app note de sakti he important questions chapter 1,D
legends are studying but class 10 result not come yet,I
best of luck who want to make their dream true and defenetly it comes true,I
mam what is difference between variant and species,D
madam notes kaise download karna hai? get notes mai click karne se 404 aarahai. koi procedure bataiye please ma'am.,D
i literally swear no body can teach as excellent than this teacher in whole youtube with complete line by line ncert and provide explanation at next level.thank you so much mam for your kind effort.,F
gif lose my concentrarion,F
one of the most legendary teacher i i i love your teaching method mam,F
ma'am 2022 latest videos uploaded kijiye 11th class ka,F
guys can anyone help me my problem is i want to take humanity but in my school humanity teachers aren't good what should i do my parents are saying that i have to take pcb but physics is so hard for me and in future i want to join civil anyone have suggestions for this plz tell me..!!,D
ma'am you are great,F
tip,I
"maam, where are the notes...... !?",F
guys mereko btao ki maths me mai average student huu and like average and bio mera acha ha bohot lekin scene yeah ha ki mereko doctory me intrest nii kya krru yaar ... fully confusedand maths me bohot hard hard chapter ha shyd 11th ka kya karru plz suggest me,D
tq ma'am,F
thanks mam aapne mera saara topic clear krvadiya thanks mam thank you soooooooooooo much (aap jeesa too koi ni pdhaa saktaa tussi great ho mam),F
welcome the session 2022 - 2023,I
my most favorite teacher,F
thank you mam,F
aap bhut aacha explanation dete ho,F
hello koi free h,I
you are best biology teacher in the world,F
hello mam online class ka time table kya hai,F
is this for neet?,D
"really nice video, really heavily explained.",F
mam your voice is so sweet,F
which is website upload theory please tell me about it??,D
how many of u just completed 10th and preparing for neet exam before starting the collages?,D
my name is khushi,I
aacha mam class10 cbse board results kab aayega,D
aapbhut aacha padhati hai,F
mam aap datati bahot hai,F
thank q meim,F
ye bacho vale harkate band krdo abhi hm 11th me aagya h,I
kon kon yaha 10th k marksheet k bina aaya h padhne,I
maths sanskrit aur social science in subject se toh hamesha ke liye chutkaara mil gaya,I
video starts from 3:11,I
thank you,F
i got 97out of hundred marks in english because of magnet brains i learn and read at home with your help thank you so much team magnet brains .,F
"thanku sipra mam i gain 97 mark in science class 10 , a lot of thanku so much magnet brains for provide best education",F
you are the best mam,F
i improve my study mam,F
overpowered explaination,F
kon kon 11th mei medical lega,D
best teacher of biology,F
make up hain ya edit,I
mujhe upsc exam dena hai lekin 12th main bio leke,D
roses are redviolet are finei'll be your sixcan you be my nine,I
you are the best ma'am,F
mam 90 percent maine magnet brain,F
thanks mam,F
amazing vedio mam,F
video starts from 3:50,I
"mam,apka notes vale page nahi khul raha",F
i like red colouru like red colour. like me,I
amazing session,F
who said that this is our fav..channel but nice channel nd teachers also,F
,I
ashok bhaiya op,I
ye chapter kitna bdda h,D
your too cool and funny ma'am,F
yes,I
unknown organisms are present in tropical rainforests and in sea coral reefs,I
every year new 15 thousand organisms are produced.,I
i am sumit,I
good morning mam,I
an impressive way of teaching for what i was looking for .!!!,F
,I
mam website kaha hai,F
batao like neet laval kai,D
maam biology kai competition kai question,D
last 5 minutesmam your way of teaching is really good,F
back again after 10 th exams now started,I
,I
bittu :kittu,I
super teacher,F
mam aap bhut sundar hai,I
believe me or she is the best teacher for bio,F
students up bord result kab aega,D
ye notes learn karna hr,I
is chapter ke question answer kaha se karna he,D
prachi,I
ur teaching is outstanding,F
pagal ho kya,I
which is best stream for teaching line?? pcm or pcb,D
mam you are the best,F
searching for a destiny falling for a better me,I
best of luck to all the students who recently came in 11th class.work hard champ,I
mam hum 10th class tak cbse se padhai kiye hai per 11th mein bihar board se padh rahe hain to aap ka pura video hum padh sakte hain na aap bihar board wale students ke liye alag se video banate hain ke isse video se padhai ho jata hai pleas reply jaroor kijiye ga,D
aa gaye 10 se fail hoke jaahilo newest comments dekhne,I
aap bahut aacha padhate ho,F
hlo mam,I
hlo mam please new vdo bnao is lesson ki plzzz,F
mam you are best,F
mam thank you for this video and you are my idol and also you are the best teacher of biology ever . whose are want to become a doctor .l pray to god .god will make your desire true and i also want to become a doctorthankyouhave a great day,F
chak k rakh km,I
"so...... finally i started class 11th..()...but i'm afraid, what will happen to the result...........btw thank you mam.....you are one of the best teacher of biology..",F
you are the best teacher in science your explanation is too good,F
kitni baichodi krti ha,I
kya yaha koi topper hai jo 2 saal magnet brains se hi padh ke neet karega.. attendance pls..,D
