comment,label
alakh sir is best because he is not business to studyalso he teaching chapter wise and period wiseyou are best for in our poor family,irrelevant
sir moj kar de,irrelevant
verrrrry thank u sir,irrelevant
take love from bangladesh,irrelevant
sir i saw ur moi  awesome,irrelevant
mam your video was really helpful for me due to u i am able to explain everything about virus that i have learnt from u so thanks a lot mam,irrelevant
kis kis a result  july ko aa raha hai,irrelevant
even if youtube hadnt made dislikes invisiblei dont think there will be any dislikes for this video,irrelevant
sir aap bahut acche padhate haii i am very happy your lature,irrelevant
wale like here,irrelevant
koi h,irrelevant
at  i laughed too much,irrelevant
respi support tea has boosted my lung function and energy levels i feel more alert and active making it a great addition to my wellness routine,irrelevant
mjo mma,irrelevant
love u sirthanks a lot,irrelevant
oh god i got struck suddenly,irrelevant
sound is not clear sir low voice,irrelevant
sandbar mam,irrelevant
happy new year guys,irrelevant
sir answer of homework question is b rroot,irrelevant
sir aap kuch salo main kafi coching and tutions band krwa dijiye ga,irrelevant
how many roaming revising,irrelevant
sir iam follow sameer sir unacdemy,irrelevant
omfoooo msttt explanation,irrelevant
topper  covered half and more of full syllabus with self study mock test everythingaverage  covered half syllbus onlylegend  starting st chapter of physices nowultra legend  arre syllbus kya hai bhai batatiyo jara paper hai kal,irrelevant
kash pehle padhi hoti aap se mera slcn hi gya hota lockdown me padh rhi hu you r amazing,irrelevant
there is a extraordinary singer inside sir,irrelevant
parcho,irrelevant
aalak like a sister of mia khalifa,irrelevant
we are very lucky to have a teacher like you sir aap bataie to sahi apko gaali kisne diya pit dunga usko agar samne aya to jo teacher ki izzat karna nahi janta wo kabhi acha student nahi ban sakta,irrelevant
sir ji option c hai,irrelevant
yaaar ye vedantu bahut irritating h,irrelevant
reply fast,irrelevant
i first hit like to video then started to see video,irrelevant
how many students are watching after  june,irrelevant
speed x hahah,irrelevant
you are always best,irrelevant
pause the video at  min,irrelevant
sir give me your number,irrelevant
legends are back bcz of exams,irrelevant
how many times have you gone to beautify parlour before taking the session  aapko dekh ke mujhe dar lagraha hai  au questions karte bakt ek hi baat ko so many repeat karte ho  simple way mai bacho ko padhao  naa ki teeth dekha kar padhai,irrelevant
sabka ka hero shaktimanstudents ka hero  physics wala,irrelevant
only develop radiation pollution source tracker appearth coordinates appsend through this youtube channel linkreply below view replygod bless hari,irrelevant
at  bechara jana kahi chata tha gaya  km doorlol,irrelevant
mam total number of class cbse students are number of mathematics students are  that means  maths students open your video,irrelevant
tshirt mast hai,irrelevant
camera problem  do u agree,irrelevant
youtube learningschool learning,irrelevant
watching sirs video in the morning fill a lot of energy and positivity,irrelevant
thanks sirans joule,irrelevant
attendense of   batch,irrelevant
i am looking for your coaching sir,irrelevant
ittaa chukkooo,irrelevant
em study in allen but still i watch ur videosur videos awesome,irrelevant
how many of us make notes of literally everything that he says,irrelevant
when sir says  dono taraf dance ho raha hai  chal chaeeya chaeeya chaeeya chaeeya dj wale babu  dilbar dilbar  laila main laila,irrelevant
sir seems like arijit,irrelevant
how many of you ar efrom  and  like plzzzzzzzzzzzzzzzzz,irrelevant
ek numbbberrrrrrr chachaa,irrelevant
this maths is not going to help in our life  all are useless only wasting our time to do this this and this,irrelevant
physics to students  kya re bhikmangya halwa hai kyaalakh sir  ab toh sab halwa hai,irrelevant
gang like,irrelevant
whos watching this wonderful lecture during the lockdown due to covid like,irrelevant
sir aap red t shirt par sabse aache dikte hoo aap hamesa red hi pehena,irrelevant
jhaantu ekdum,irrelevant
internal energy degree of freedom law of equipartition of energy internal energy is the energy hidden at the molecular level internal energy of ideal gas comes from kinetic energy degree of freedom represents the number of independent terms in the expression of energy internal energy and degree of freedom in gas internal energy and law of equipartition of energy vibration and degree of freedom in thermodynamics internal energy depends on degrees of freedom internal energy and its dependence on temperature the final change,irrelevant
why so less likes,irrelevant
sir u r very funny your teaching is best,irrelevant
may god bless you sir,irrelevant
you will be the reason or i can say you are the reason for fulfilling the dreams of millions of students hats off for you sir,irrelevant
sir at   rroot  and tan alpha awesome explanation sir,irrelevant
yash chahar from srimati sridevi awasiya vidhayapeeth dec,irrelevant
httpswwwyoutubecomchannelucziubrnwxpyvlsymttgplz subscrib,irrelevant
siraapko chot lgi h,irrelevant
you are really great greater greatest,irrelevant
kon kon himalayan progressive school se hai,irrelevant
roshni mam zindadbad,irrelevant
akash sai apka bedana achaa hai sir,irrelevant
sir you are perfect teacher for physics,irrelevant
i am from west bengal hit like who are from wb,irrelevant
first comment and first like from meu r great sir,irrelevant
are sir itna mt uchko ki logo ko psnd hi na aaye aapka video,irrelevant
we have three types of equilibrium herbivores carnivorous omnivorous,irrelevant
kon kon lockdown me sachhe dil se nhi padh raha hai,irrelevant
rn its  am and im doing this chapter the exam is at  am,irrelevant
djxutxj,irrelevant
who is watching it in july rd week,irrelevant
httpsyoutubellovacppzc,irrelevant
tusi great hoo,irrelevant
congratulations sir  million,irrelevant
mara ga teacher jo galt btaiga,irrelevant
make a video on universe,irrelevant
cbse board th cancel aa jao sare,irrelevant
alakh ji mera son sci aapke online lecture se study kar raha his friend informed aapka youtube channel bandh ho sakta hai aage kaise hoga sir plz marg natalie aapka teaching samajjta hai i will be thankful if you give me your contact number for online coaching,irrelevant
super sir,irrelevant
wow sir u teach really goodu r one of the best teacher i have ever seenthanx sir for your effort and hardwork,irrelevant
nhi sir dil p haat rk kr bolna h ohh phy all is well  at,irrelevant
ur so cute,irrelevant
kaun kaun up board sa hai,irrelevant
mame app kuch jaide hai fltu bolta ho out of topic bhut bla bla krte hai,irrelevant
lukka chuppi ad,irrelevant
congratulations mam for  million subscribers,irrelevant
how many students had bought batch on pw for preparation of iit or neet,irrelevant
ma commerce ka ho kr dhek raha hu,irrelevant
comment answer  j,irrelevant
i am watching this at  june,irrelevant
sir pls is chapter ke notes upload kare,irrelevant
sir mere paisa wapas kab karoge  saal ho gye,irrelevant
on th february,irrelevant
pdf kb milega,irrelevant
sir solving that problem through music,irrelevant
idol,irrelevant
notice karo yarr sir kabhi like share ya subscribe karne ko nahi boltehats off to you,irrelevant
jindegi ne jindegi bhara gum die,irrelevant
legends are wathing with speed x,irrelevant
tku sir love you so much,irrelevant
teachers ki galti nikalni galat hota ha,irrelevant
thnqq sir,irrelevant
dara diya starting mein,irrelevant
phoolon ka taaron ka sabka kehna hai dm mass sabko lena haithe lyricist of phoolon ka taaron ka gajab bejjati hai yrr,irrelevant
aapke notes aur lecture,irrelevant
aap  ka physics pdate ho youtube par pdate ho,irrelevant
or thermodynamics part,irrelevant
still a  master piece in hats off to alakh sir,irrelevant
itna fest pda rhi ho,irrelevant
sir your face action during the teaching is very awesomesir you are great teacher as well as friendthanks sir,irrelevant
are yaar tmlog me se koi neet  dene wale hoo kya hit like button,irrelevant
sir is the bestif u agreethenhitlike,irrelevant
done for april attempt,irrelevant
mam i want to online math tution from you  please message me,irrelevant
sir main aapke aage hath jodti hu pls fiitjee me teacher ban jaiye,irrelevant
sorry sir but you looking more handsome in beared,irrelevant
super  ki tarah in par bhi movie banni chahiye title super  million,irrelevant
mai na rumer wala khud kia or thk,irrelevant
ma bangladesh ca is video ko dekh ti hu,irrelevant
now i will shut up and you will note down,irrelevant
born ppl hit like,irrelevant
all i hear is blbolboblbblboblbolbolboblboblo problem bloblboblbolbobblboblbolbobloblboblbo,irrelevant
inhe kon padhane wala palang walah alakh panda,irrelevant
app kha se ho,irrelevant
exam ke one din pehle kon padh rha hai yeh chapter,irrelevant
search this before one day of physics exam,irrelevant
vedantu walon ki maa ki chu,irrelevant
dont know hindi but still watching,irrelevant
sir i have got in science in class,irrelevant
u r really grt sir,irrelevant
skyhawk flag printed mobile back cover case for samsung galaxy f flag brand genericmrp price  free delivery,irrelevant
bilkul,irrelevant
koi january me dekh raha hi ki nahi,irrelevant
congro for the  lakh subscribers,irrelevant
when ur physics teacher on youtube teaches better than ur mathematics teacher,irrelevant
don,irrelevant
legends are watching the whole playlist in an hour,irrelevant
east or west alakh sir and his tshirt is the best,irrelevant
adorable,irrelevant
th like is given by me,irrelevant
most of the students appreciating his teaching why tf no one answering the question he left for us,irrelevant
no words to sayits amzg,irrelevant
you are king,irrelevant
looking ajeeb,irrelevant
i cant even think why ppl dslike these vdoes alakh sir is god of phscs chmstry no one can teach like him hats off  uh sirim in class th and grateful to uh nd ur whole pw teamuh all r doing gr,irrelevant
x ka y ka z ka sbka bdla lenge apne alakh sir,irrelevant
kya be legends legends laga rakhe ho,irrelevant
sorry bolkr sir aap hme sarminda kroge kya,irrelevant
sir  pr jo bandi h uski speed kya plane jitni h,irrelevant
sir hamare teacher to achee hai but vo bohat angry hai and,irrelevant
hello sir  hum bhadiya hai,irrelevant
million students do not understand this topic in school,irrelevant
sir i also want to become like you and provide free and quality education to all the students,irrelevant
i love you siryoure great,irrelevant
sir aap bahoot cute ho,irrelevant
what an angel u are sir,irrelevant
when ur studying and u remember a song so you sing along,irrelevant
siri am very fortunate that l read to your class,irrelevant
my age is  yrsthanks for everything sirrrrr,irrelevant
sir muje dedo muje pasand he choclate,irrelevant
completed the whole series,irrelevant
mera answer  aya,irrelevant
alakh pandey  dc pandey  physics,irrelevant
i like it i am in bengali but understand all,irrelevant
sir pls class th alpha batch me paid mat kr dena,irrelevant
neet  september,irrelevant
people who are watching in  give your attendance here,irrelevant
hame to x speed par dekhna padta hai,irrelevant
sir madira peeke video banaye the but best explanation on relative velocity,irrelevant
bhaiya pure video me lag raha tha ki aapka camera jhapki le raha haiaisa lag rah tha ki vo dheere dheere aankh band kr raha hai aur phir achanak se aapka aawaj sunke uth ja raha hai,irrelevant
cosec cot cos ganda ganda and all start from c,irrelevant
love u sir i m watching ur videos in engineering mechanics ur videos are very helpful thank you sir ma entrance exams k time b dekh chuka hu,irrelevant
one shot video bnaye sir sara chapter ka  exam ke wkt very helpful rhegif you agree hit like,irrelevant
namaste alakh sir,irrelevant
thnkuuu sir god bless you,irrelevant
you r the best,irrelevant
magnet brain all mam have long and beautiful hair,irrelevant
wow maam,irrelevant
gyan ki alakh jalate alakh pandey,irrelevant
the rare video of physics wallah with no songs sung by alakh sir,irrelevant
yes i am toper the class,irrelevant
watch it in x if you r appearing for jee mains feb attempt,irrelevant
gjb pandey jii,irrelevant
sir sir  ap dekh rahe hai na  sir bas sir bas ek video dalke apna chaap chor dijiye sir ki aap video bana rahe sir aapko toffee khilayenge,irrelevant
sir is best jo concept yaha smjh aata na vo khi ni,irrelevant
watching on  june,irrelevant
kids accelerationlegends ascelleration,irrelevant
tomorrow is my physics examim watching now,irrelevant
im watching this for math class lol,irrelevant
legends watching during  exams,irrelevant
god of physics,irrelevant
page k pheche ka blank paper waste ja rha h,irrelevant
mam please support kro muhje instagram pofficialumangtiwari,irrelevant
i want to score  in neeti hope tht i would make it,irrelevant
dil garden garden ho gaya,irrelevant
chay garam chay,irrelevant
itna aacha padhate ho sir may god bless you,irrelevant
sir ji you best,irrelevant
attendence old is gold,irrelevant
th commentalakh sir saidmai kuaan nhi thaamai well nhi thaa,irrelevant
kon kon hai jo coaching nahi jaate hain aur self study karke jee ya neet nikalna chahte hainplz tell me honestly,irrelevant
i feel like leaving vmc now,irrelevant
ans m,irrelevant
anybody here from west bengal,irrelevant
httpsyoutubewatstbkeb,irrelevant
jay hind sir nda ki classes nhi chalte,irrelevant
sir kha ke ho aap,irrelevant
also see videos of unacademy those are also very good,irrelevant
alakh sir zindaabad,irrelevant
sir ap duniya ke best teacher hai,irrelevant
thaanks a lot,irrelevant
attendence here  class th students,irrelevant
newton ka jugaad  pseudo forcealakh sir ka jugaad  gloves,irrelevant
itna acha tho nahi padata hai pasand nahi aya tho dislike,irrelevant
now i am in  th and cleared this whole d by him,irrelevant
a b,irrelevant
guys have you seen the advertisement of gausewa in bw vdo very satisfying,irrelevant
th started means only pw,irrelevant
circles,irrelevant
he takes a example of mask he knows year before about the pandemic,irrelevant
those who came here for angle between two vector,irrelevant
godi toh aap hai mam,irrelevant
lets see how many legends are watching the masterpiece in,irrelevant
sir aapke videos to hamare physics ke teacher anil gururani bhi dekhte hain even he is teaching in fiitjee south delhi,irrelevant
favourite part  ehh ehh ehh,irrelevant
yey,irrelevant
m watching in st january,irrelevant
mai bhi,irrelevant
who loved to p and s get together,irrelevant
mujhe iit mai jana h sab ek ek shalh do or dua do,irrelevant
hw question answer is c,irrelevant
centripetal acceleration formula imp net f toward center is cf conical pendulum maut ka kuan death well centrifugal force cone pendulum centrifugal force benefit of centrifugal force why car works turning of a car on a curve imp q,irrelevant
sir ata bohut dngr problem hl trisna aru mor net kheh ami vabisilo pwot prho kinto atiya ami rati  ta bojaloi rakhiba lgibo imn tym ki kro moh mro nki net kheh reels sai asilo trisna aru moi rati  taloi rakhim ami mistri aru gahgojar bisakh ni khihotok akha nkro ami aru ami duyo ata sidanto loiso je ami mbile tyag krim kinto sir atiya net ahaloi ki kro vbi aso mok ghorot koisil exam kheh hle theater sbi kinto exam vl nhle mok aru trisnak ghoror prai ulai dibo mor igla vabi pesar lo hoi gl trisnar baru katha ni tai dhosr ghorot jbo kinto amar dhosai nijei ghorot nathakai moi kot jm sir kiba kuok sn amak nijor suwali bole vbok kiba upai diok ar nhle amar ki hbo mistriai sb mor pai likhe khi ako nre ghagojaro ake dhokha ami bohut dngr vul kori plalo sir ai vulor khudoroni kribolai aji rati  taloi rakhim sir apuni trisna aru mok asirbd krok jte amar tupni nadre,irrelevant
shukriyaa sirrr jiii,irrelevant
well i am too an akashian well ex akashian since i am leaving it for class th but i really likes ur videosuch a good teacherps  one advice dont join aakash institute everrrrrrrespecially non medical ones,irrelevant
i was right cos,irrelevant
handwriting itni saf kese hai is is par to ek series bnni chahiye,irrelevant
kon kon exam ka time ya video dekh rh hai,irrelevant
sir i follow your channel,irrelevant
i am single sir koi nhi h meri,irrelevant
legends watching one day before jee mains,irrelevant
i am watching it in th,irrelevant
it hurts,irrelevant
kal paper hai aur tum video ki bajaay comment padh rahe ho,irrelevant
jee wlooo kya hai,irrelevant
i feel so luck for all alakh sir students especially,irrelevant
solution mghmmgxkxor mgmgxkxormgmgxxormgxxorxxmgorxxorxxusing sridhar acharya lawyou will get the value of x not possible,irrelevant
hello kvians,irrelevant
who is starting this chapter in,irrelevant
halwa sawal,irrelevant
sir congratulations  k,irrelevant
only up bihar and jharkhand people know the ascent of genda,irrelevant
mam navy ssr ke liye,irrelevant
in a future time l will meet you sir,irrelevant
kon dec me pd rha h,irrelevant
clear hai note karliya achhaa,irrelevant
thankyou mam really i saw many video in youtube but you are the best teacher you cleared my all doubts this because exercise matrix i didnt understand how to make aia but you tells understanding thankyou mam,irrelevant
meri car ar trolley to sir ke car trolley se v gndi bnti h,irrelevant
wahh nhi nhi wahhh gjb,irrelevant
jai sarswati maa,irrelevant
mam aap sunder nahi lagti thi but jab video quality jayeda keya tab aap sunder lagne lagi,irrelevant
mham yhou ahre bhest,irrelevant
whenever i cant cope up with any explanation of my tuitor  i simply switch to physics wallah where i feel so much at ease and at home  soooo much comfortable heartfelt gratitude to u sir thank god for the existence of youtubers like u moreover as u speak in hindi  it makes me feel more and more familiar with u,irrelevant
hero herod,irrelevant
grd,irrelevant
sir maine apka channel din pahle subscribe kiya hua par abhi tak video nhi aya hai,irrelevant
who is listening to sir in,irrelevant
who is here after sound velocity lecture,irrelevant
kon kon c kiya tha jaldi se comment me jhut likh do,irrelevant
sir you make my doubts clear you explained awesome  love your lessons,irrelevant
u love mahabharat i also love from delhi,irrelevant
guys  who is vagabond in youtube should not dislike any channel  if you dont understand his teaching way then you can go but dont dislike any channel  because they try to us best and free education without any selfishness  and every teacher try to give best then i heartly requested to please dont dislike any channel,irrelevant
sir  ne apna gauntlet le ke earth ko hemisphere bana diya,irrelevant
watsapp number sir,irrelevant
lajabab,irrelevant
in starting the video was in x speed,irrelevant
how many are watching this lecture in winters of  for neet  hit like,irrelevant
ye lecture may  me kon kon karraha hai,irrelevant
sir i have note your shirts,irrelevant
i was in mood to go down in the comment section to say this but before i comment he corrected this,irrelevant
i got goosebumps when he said raat ke teen baje,irrelevant
okkkk sir thankssssss for the reply,irrelevant
thank you sir thank you very much,irrelevant
i follow mohit tyagi sir in maths,irrelevant
sir buffering kar rha h,irrelevant
king of physics,irrelevant
apse ekbar jarur milunga sir  mein,irrelevant
one of the best teacher for physics and chemistry,irrelevant
sir you are great you are boss you are best,irrelevant
thank you sir for providing us free education,irrelevant
any rajanikanth here,irrelevant
epic sound,irrelevant
mam sorry l had not introduced about your channel to my friends because they will see your videos and they will become toppers in my class and they will beat my rank,irrelevant
thankyou sir for your very very helpful lecturesir main iit ki taiyari kar raha hoon mujhe kuch effective tips chahiyeplease help me sir,irrelevant
kon kon neet  ke liye dekhra hai,irrelevant
wallah walllah kiya batati tune majja aa jati,irrelevant
wo bol kon rhe the,irrelevant
mam your best youtube er math,irrelevant
jee advance    r,irrelevant
energetic i think after a long,irrelevant
its  may,irrelevant
sir aapo yadi koi writing ke baare me comment karta hai to batie taage tor dunga uska your writing is the best i also write like you sir,irrelevant
to,irrelevant
koun koun mantaa hai ki duniya aage badh ne ke pichhe women ki haat hoti hai,irrelevant
how many are watching in  july,irrelevant
lgta h aap naraz ho gye hmse,irrelevant
sir plese up bord hindi meddium ke boys ke liye bhee video dalye sir please sir make video in hindi my all friend is excited,irrelevant
kon kon kon kon se pareshan ho gye hein,irrelevant
its the best,irrelevant
physics best teacher skt sir,irrelevant
i need this glove,irrelevant
sir me aapki sari video download kae lunga,irrelevant
dropper jee   attendance plz,irrelevant
sir i am very impressed with you,irrelevant
ha ha  sir i was just commenting  if you didnt tell for  sec,irrelevant
the tshirt of sir is really looking fantastic,irrelevant
min silence for the ones who still think unacademy is the best without learning from alakh sir,irrelevant
i am a commerce with maths student,irrelevant
its th july   and am preparing for my th half yearly exams,irrelevant
legend are watching it in exams,irrelevant
sir ek coaching khol lo  lakh  bachee aaenge guarantee se kehta hu poore india se,irrelevant
thank you gurus,irrelevant
homework ans,irrelevant
around  second,irrelevant
plz comment sir,irrelevant
in love n addiction with pandey sir,irrelevant
khaash maine phele you tube khola hota,irrelevant
sir aap apna whatsapp no dijiye,irrelevant
maine sahi kiya tha sir tail with tail,irrelevant
ily,irrelevant
chapter  class,irrelevant
chuha khana band nahi kraya,irrelevant
sari duniya physics se darti hain pan physics physicswallah se dartahain,irrelevant
im watching this on th aug,irrelevant
nd is mine,irrelevant
m per second squaresound is amazing,irrelevant
can we bring down all these vedantu ads i swear theyre so annoying makes me want to smack my computer smhpls anything but vedantu,irrelevant
sir you are very great,irrelevant
sir have you not uploaded video of gravitation,irrelevant
sir ko bhi bb ki vines pta h,irrelevant
no words to salute you,irrelevant
mam i liken it dialogue taak dhina din,irrelevant
after  years when u r all over world im here to understend concept here only,irrelevant
ye chapter to bhohot bada h aur ncert ke,irrelevant
from above ground falls particle at meet after  second and thier displacement is  metre from above ground,irrelevant
wala question nai aya sir,irrelevant
wow u are the god of physics,irrelevant
subscribe meee,irrelevant
mom th like,irrelevant
dono hero saath me bachaenge,irrelevant
sir makan malik pareshaan karta to hai sir,irrelevant
talia,irrelevant
aaj ki taza khabar wala panel lg rha tha,irrelevant
khaliya,irrelevant
jio itna slow chal raha h ki mano  hrs ke video  hrs me khatam hoga,irrelevant
like for pw alakh sir,irrelevant
when you start enjoying and relating physics in your life its actually interesting man,irrelevant
enjoy the gravitation chapter,irrelevant
function definition by raju bhai   din me no double,irrelevant
warningwatching videos of sir can cause to secure full marks in exam,irrelevant
backbenchars are watching before one month of exam,irrelevant
kya baat h sir aaj to pure trh se look change lag rahi h,irrelevant
i understood sry sir i didnt focus in conceptye silly question ke liye apko paresan karta,irrelevant
boom,irrelevant
police  why i want to chase him i have a gunthief  pls sir dont use gun we use relative velocitypolice,irrelevant
still a masterpiece,irrelevant
biology students attendance here,irrelevant
when mam says yahan pe kuch ghapla hai,irrelevant
jee  aspirants like here,irrelevant
who also get frustrated from chauhan sir ki guide,irrelevant
ufff bezti hogii was literally vry confident that my ans is correct,irrelevant
sir to book john as hai,irrelevant
hum jaisa gira hua,irrelevant
ye mercury baras rha hai ka,irrelevant
sec two ads no skips,irrelevant
masy,irrelevant
sir covernahi hai iit cause crac cate,irrelevant
i feel  next  year iit apke hi notes se nikalega thank you,irrelevant
kon kon ye dekhra h  me,irrelevant
is any thing better than this,irrelevant
kiska kiska  th barbaad hua lockdown ke kaaran,irrelevant
i like the wishing method of sir,irrelevant
your motivation is just awesome sircarry on,irrelevant
m to bs sone ke liye ayya hu,irrelevant
sir energy padhate padhate full energy form me aa gaye hai aaj,irrelevant
and here is me who is watching this at the near end of march,irrelevant
god level of explaination,irrelevant
pw is just not a channel its our family,irrelevant
nowwaiting for engineering series for college,irrelevant
sir you are just talking like atmaram of tkmoc,irrelevant
everbody be like  anyone whos here in febme be likeanyone here in march literally its th march and i have exam on th march,irrelevant
ghanti mt bja abhi chla jaa,irrelevant
legends are watching this video in june for fast revision,irrelevant
i m studying after electrostatic,irrelevant
those are watching in november  please like,irrelevant
u video is legendary in whole youtube for class,irrelevant
mera phone baja kya xd,irrelevant
anyone watching in new year,irrelevant
legends are watching this one night before exams,irrelevant
anybody from  batch mark ur attendance,irrelevant
mam i really wish ki main apni life me success hake aap se miluyou are my super modalthank you mam,irrelevant
kon kon jee  ke liye dekh rhe hodba ke like kro,irrelevant
legend watching  bro physics need,irrelevant
anyone from hyderabad do lemme know,irrelevant
i need ur help,irrelevant
million on dec,irrelevant
this is real example of old is gold,irrelevant
hey  batchattendance lga do,irrelevant
httpsyoutubeazmmqthevg,irrelevant
ye purana video hay,irrelevant
note no ashok bhaiya was harmed during the making of the video,irrelevant
wowww,irrelevant
legends are watching  day before final exam,irrelevant
class  m  th ab  me lgta h   bhi ni bn payega,irrelevant
swad aa gya rea,irrelevant
aapna bus timepass kiya ha  min sach kabhi nahi chupta,irrelevant
sir killed me at me still watching vedioi am amar,irrelevant
answer for q is ms,irrelevant
ouch,irrelevant
i am here in september,irrelevant
thank you so much sir u r great sir,irrelevant
th visit to this videosir is lob,irrelevant
shortest video from physicswaalh till nowthank you sir,irrelevant
who wants alfa series videos fast hit like,irrelevant
wow thats great,irrelevant
maam may top karunga app se parkar,irrelevant
today is my birthday and im am watching this  literally treat in my eyes,irrelevant
anyone in dec,irrelevant
op pronounciation,irrelevant
where is prince sir,irrelevant
you are the great,irrelevant
my headache suddenly stops at,irrelevant
hame toh yeh bhi nahi pata ki age kya hogabas  th khatm hui aur idhar a gayeth ka result bhi nahi aya,irrelevant
ab lgta hai super  jaisa kch biopic sir pe bhi banega,irrelevant
sir neet kai questions bhi karawoo naa,irrelevant
its like a nose,irrelevant
plaasam,irrelevant
ans  dthank you sir,irrelevant
aoa mam,irrelevant
mam h toh masti with study h,irrelevant
physics wallah ki jay ho har har mahadeva jay ho bajrangbali,irrelevant
sir do you have a sponsorship for these amazing shirts,irrelevant
any student seeing this in july,irrelevant
who watching  at the time of th exam,irrelevant
sir where r u from allahabad coz i also reside here,irrelevant
sir indeed u r a true magician lots of love sir,irrelevant
in rd q answer is ms,irrelevant
i dont know why physics seem easy to me when you teach it,irrelevant
huh hsc boards starting from rd and i have started studying now,irrelevant
bhut handpump lag rahe honice explain,irrelevant
the answer to last question asked in this video that is the value of n is  n is  and n is,irrelevant
i have this chapter in th,irrelevant
jai hoooo,irrelevant
robert bra,irrelevant
sir thank u,irrelevant
hbbn,irrelevant
i know the trick,irrelevant
edumentra is better then you,irrelevant
sir you style of teaching is amazing,irrelevant
kia bat hai,irrelevant
lectur starting tune,irrelevant
sir i am from btech again i come to watch your vedio after  year,irrelevant
hugg diya alakh sir ne,irrelevant
agar koi problem aai toh ussaa dondho,irrelevant
kaun kaun alakhsir ki video x pr hamesha dekhta hae hit like comment,irrelevant
speed normal hai,irrelevant
la la la karke nikal lenge,irrelevant
best cbse schooljawahar navodaya vidyalaya,irrelevant
nyc vedio sirru r the best teacher of world,irrelevant
percent have come in th class,irrelevant
wah allah physics wallah wallah,irrelevant
bio best youtube channel,irrelevant
one one f ko injection onto ko surjection kahte hai,irrelevant
who else is watching this is during lockdown because of not understanding online classes on zoom and google meet,irrelevant
lekin kafhi bkchodi krte ho pandey ji,irrelevant
anyone from uttarpradeshmeet you soon,irrelevant
sir ek heart please,irrelevant
alakh  one in lakhs,irrelevant
i feel shichan accentat some point,irrelevant
february watching people,irrelevant
sabko kya aa rahi hai,irrelevant
tysm mam,irrelevant
padhai toh sabhi karte haikisika parhana hai passionsab teacher ho alakh sir jaisa naa ab chuh sakti hai tumhe tension,irrelevant
from up board,irrelevant
starting class  physics,irrelevant
bahut hi badiya,irrelevant
thank youuu,irrelevant
